posicion,nombre,edad,puntos,pais,enlace,id,altura,fecha_nacimiento,peso,lugar_nacimiento,derecha,reves
281,Kacper Zuk,24,194,POL,/es/players/kacper-zuk/z09d/overview,z09d,183cm,1999.01.21,77Kg,,Diestro,Dos Manos
280,Daniel Rincon,20,194,ESP,/es/players/daniel-rincon/r0fp/overview,r0fp,185cm,2003.01.07,85Kg,,Zurdo,Dos Manos
278,Steven Diez,32,196,CAN,/es/players/steven-diez/d916/overview,d916,175cm,1991.03.17,110Kg,,Diestro,Dos Manos
277,James Mccabe,19,197,AUS,/es/players/james-mccabe/m0oq/overview,m0oq,188cm,2003.07.05,82Kg,,Diestro,Dos Manos
276,Timo Stodder,27,198,GER,/es/players/timo-stodder/s0ar/overview,s0ar,180cm,1996.05.17,73Kg,,Diestro,Desconocido
273,Alejandro Moro Canas,22,201,ESP,/es/players/alejandro-moro-canas/m0ht/overview,m0ht,183cm,2000.12.07,78Kg,,Diestro,Dos Manos
272,Dan Added,24,202,FRA,/es/players/dan-added/a09t/overview,a09t,183cm,1999.04.13,75Kg,,Diestro,Dos Manos
271,Patrick Kypson,23,203,USA,/es/players/patrick-kypson/k0a3/overview,k0a3,188cm,1999.10.28,82Kg,,Diestro,Dos Manos
270,Daniel Michalski,23,205,POL,/es/players/daniel-michalski/m0e1/overview,m0e1,180cm,2000.01.11,77Kg,,Diestro,Dos Manos
269,Lukas Neumayer,20,207,AUT,/es/players/lukas-neumayer/n0cs/overview,n0cs,183cm,2002.09.06,70Kg,,Diestro,Dos Manos
267,Yasutaka Uchiyama,30,209,JPN,/es/players/yasutaka-uchiyama/u134/overview,u134,183cm,1992.08.05,78Kg,"Sapporo, Japón",Diestro,Dos Manos
266,Benjamin Hassan,28,213,LIB,/es/players/benjamin-hassan/hg94/overview,hg94,183cm,1995.02.04,85Kg,,Diestro,Dos Manos
261,Salvatore Caruso,30,219,ITA,/es/players/salvatore-caruso/ce25/overview,ce25,185cm,1992.12.15,80Kg,"Avola, Italia",Diestro,Dos Manos
260,Rudolf Molleker,22,220,GER,/es/players/rudolf-molleker/m0ac/overview,m0ac,185cm,2000.10.26,75Kg,,Diestro,Dos Manos
258,Lorenzo Giustino,31,222,ITA,/es/players/lorenzo-giustino/ga79/overview,ga79,180cm,1991.09.10,80Kg,,Diestro,Dos Manos
257,Vit Kopriva,26,223,CZE,/es/players/vit-kopriva/ki82/overview,ki82,178cm,1997.06.15,69Kg,,Diestro,Dos Manos
256,Matteo Gigante,21,225,ITA,/es/players/matteo-gigante/g0gd/overview,g0gd,180cm,2002.01.04,68Kg,,Zurdo,Dos Manos
252,Yuta Shimizu,24,231,JPN,/es/players/yuta-shimizu/s0aq/overview,s0aq,163cm,1999.06.09,62Kg,,Zurdo,Dos Manos
251,Gianluca Mager,28,232,ITA,/es/players/gianluca-mager/ml57/overview,ml57,188cm,1994.12.01,77Kg,,Diestro,Dos Manos
250,Alex Michelsen,18,233,USA,/es/players/alex-michelsen/m0qi/overview,m0qi,193cm,2004.08.25,79Kg,,Diestro,Dos Manos
249,Juan Pablo Ficovich,26,234,ARG,/es/players/juan-pablo-ficovich/fa43/overview,fa43,191cm,1997.01.24,78Kg,"Berazatebui, Argentina",Diestro,Dos Manos
248,Francisco Comesana,22,236,ARG,/es/players/francisco-comesana/c0df/overview,c0df,178cm,2000.10.06,72Kg,,Diestro,Dos Manos
247,Roman Andres Burruchaga,21,242,ARG,/es/players/roman-andres-burruchaga/b0fv/overview,b0fv,183cm,2002.01.23,80Kg,,Diestro,Desconocido
246,Li Tu,27,242,AUS,/es/players/li-tu/tc01/overview,tc01,180cm,1996.05.27,83Kg,,Diestro,Una Mano
244,Mark Lajal,20,244,EST,/es/players/mark-lajal/l0gh/overview,l0gh,188cm,2003.05.12,78Kg,,Diestro,Dos Manos
243,Beibit Zhukayev,22,245,KAZ,/es/players/beibit-zhukayev/z09z/overview,z09z,196cm,2000.10.12,92Kg,,Diestro,Dos Manos
242,Andrea Pellegrino,26,246,ITA,/es/players/andrea-pellegrino/ph64/overview,ph64,185cm,1997.03.23,81Kg,,Diestro,Dos Manos
241,Alessandro Giannessi,33,247,ITA,/es/players/alessandro-giannessi/g983/overview,g983,185cm,1990.05.30,82Kg,"La Spezia, Italy",Zurdo,Dos Manos
239,Terence Atmane,21,249,FRA,/es/players/terence-atmane/a0gc/overview,a0gc,193cm,2002.01.09,80Kg,,Zurdo,Dos Manos
238,Aziz Dougaz,26,249,TUN,/es/players/aziz-dougaz/df88/overview,df88,188cm,1997.03.26,82Kg,,Zurdo,Dos Manos
237,Adam Walton,24,250,AUS,/es/players/adam-walton/w09e/overview,w09e,183cm,1999.04.17,77Kg,,Diestro,Dos Manos
236,Marco Trungelliti,33,250,ARG,/es/players/marco-trungelliti/ta29/overview,ta29,178cm,1990.01.31,80Kg,Santiago del Estero Argentina,Diestro,Dos Manos
234,Evgeny Donskoy,33,251,RUS,/es/players/evgeny-donskoy/d864/overview,d864,185cm,1990.05.09,75Kg,"Moscú, Rusia",Diestro,Dos Manos
233,Oscar Otte,29,251,GER,/es/players/oscar-otte/o449/overview,o449,193cm,1993.07.16,79Kg,Colonia Alemania,Diestro,Dos Manos
232,Dane Sweeny,22,253,AUS,/es/players/dane-sweeny/s0ia/overview,s0ia,170cm,2001.02.12,63Kg,,Diestro,Dos Manos
231,Cem Ilkel,27,253,TUR,/es/players/cem-ilkel/i306/overview,i306,185cm,1995.08.21,81Kg,,Diestro,Dos Manos
230,Edoardo Lavagno,24,254,ITA,/es/players/edoardo-lavagno/li03/overview,li03,185cm,1998.07.27,76Kg,,Zurdo,Dos Manos
229,Luciano Darderi,21,256,ITA,/es/players/luciano-darderi/d0fj/overview,d0fj,183cm,2002.02.14,82Kg,,Diestro,Dos Manos
228,Nerman Fatic,28,257,BIH,/es/players/nerman-fatic/f840/overview,f840,191cm,1994.10.24,88Kg,,Diestro,Dos Manos
227,Renzo Olivo,31,260,ARG,/es/players/renzo-olivo/o376/overview,o376,178cm,1992.03.15,73Kg,Rosario Argentina,Diestro,Dos Manos
224,Santiago Fa Rodriguez Taverna,23,262,ARG,/es/players/santiago-fa-rodriguez-taverna/rh59/overview,rh59,191cm,1999.07.16,82Kg,,Diestro,Dos Manos
223,Tung-Lin Wu,25,262,TPE,/es/players/tung-lin-wu/w857/overview,w857,188cm,1998.05.12,81Kg,Taichung,Diestro,Dos Manos
222,Federico Gaio,31,263,ITA,/es/players/federico-gaio/gb53/overview,gb53,178cm,1992.03.05,83Kg,,Diestro,Una Mano
221,Stefano Travaglia,31,265,ITA,/es/players/stefano-travaglia/ta12/overview,ta12,185cm,1991.12.28,80Kg,"Ascoli Piceno, Italia",Diestro,Dos Manos
220,Kamil Majchrzak,27,265,POL,/es/players/kamil-majchrzak/mq75/overview,mq75,180cm,1996.01.13,78Kg,"Piotrkow Trybunalski, Poland",Diestro,Dos Manos
219,Steve Johnson,33,267,USA,/es/players/steve-johnson/j386/overview,j386,188cm,1989.12.24,86Kg,"Orange, California, EE UU",Diestro,Dos Manos
217,Jakub Mensik,17,270,CZE,/es/players/jakub-mensik/m0ni/overview,m0ni,191cm,2005.09.01,83Kg,,Diestro,Dos Manos
216,Gauthier Onclin,22,271,BEL,/es/players/gauthier-onclin/o0a2/overview,o0a2,180cm,2001.02.26,77Kg,,Diestro,Dos Manos
215,Alexis Galarneau,24,271,CAN,/es/players/alexis-galarneau/gk06/overview,gk06,180cm,1999.03.02,79Kg,,Diestro,Dos Manos
214,Raphael Collignon,21,271,BEL,/es/players/raphael-collignon/c0jp/overview,c0jp,191cm,2002.01.13,86Kg,,Diestro,Dos Manos
213,Rio Noguchi,24,275,JPN,/es/players/rio-noguchi/n09u/overview,n09u,168cm,1998.12.28,63Kg,,Diestro,Dos Manos
211,Altug Celikbilek,26,277,TUR,/es/players/altug-celikbilek/ch05/overview,ch05,183cm,1996.09.07,73Kg,,Diestro,Dos Manos
210,Adrian Andreev,22,278,BUL,/es/players/adrian-andreev/a0ab/overview,a0ab,180cm,2001.05.12,66Kg,,Diestro,Dos Manos
208,Lloyd Harris,26,279,RSA,/es/players/lloyd-harris/hg86/overview,hg86,193cm,1997.02.24,80Kg,"Cape Town, Sudáfrica",Diestro,Dos Manos
207,Federico Delbonis,32,281,ARG,/es/players/federico-delbonis/d874/overview,d874,193cm,1990.10.05,90Kg,"Azul, Argentina",Zurdo,Dos Manos
206,Filip Krajinovic,31,281,SRB,/es/players/filip-krajinovic/kb05/overview,kb05,185cm,1992.02.27,75Kg,"Sombor, Serbia",Diestro,Dos Manos
205,Titouan Droguet,22,283,FRA,/es/players/titouan-droguet/d0dw/overview,d0dw,191cm,2001.06.15,80Kg,,Diestro,Dos Manos
204,Ricardas Berankis,33,283,LTU,/es/players/ricardas-berankis/be90/overview,be90,175cm,1990.06.21,77Kg,"Vilna, Lituania",Diestro,Dos Manos
203,Dragos Nicolae Madaras,25,285,SWE,/es/players/dragos-nicolae-madaras/mw54/overview,mw54,191cm,1997.09.12,85Kg,,Zurdo,Dos Manos
202,Zachary Svajda,20,285,USA,/es/players/zachary-svajda/s0k7/overview,s0k7,175cm,2002.11.29,66Kg,,Diestro,Dos Manos
201,Brandon Holt,25,286,USA,/es/players/brandon-holt/h09p/overview,h09p,185cm,1998.04.06,82Kg,,Diestro,Dos Manos
199,Laurent Lokoli,28,290,FRA,/es/players/laurent-lokoli/lc12/overview,lc12,188cm,1994.10.18,78Kg,"Bastia, France",Diestro,Dos Manos
198,Seong-chan Hong,26,291,KOR,/es/players/seong-chan-hong/hc21/overview,hc21,175cm,1997.06.30,65Kg,Gangwonto,Diestro,Dos Manos
197,Joris De Loore,30,296,BEL,/es/players/joris-de-loore/da86/overview,da86,191cm,1993.04.21,86Kg,,Diestro,Dos Manos
196,Yu Hsiou Hsu,24,296,TPE,/es/players/yu-hsiou-hsu/h09f/overview,h09f,178cm,1999.04.02,70Kg,,Diestro,Dos Manos
195,Andrea Collarini,31,297,ARG,/es/players/andrea-collarini/cc66/overview,cc66,183cm,1992.01.31,78Kg,"New York, NY, USA",Zurdo,Dos Manos
194,Riccardo Bonadio,29,300,ITA,/es/players/riccardo-bonadio/bi47/overview,bi47,180cm,1993.07.13,78Kg,"San Vito al Tagliamento, Italy",Diestro,Una Mano
193,Dalibor Svrcina,20,300,CZE,/es/players/dalibor-svrcina/s0gd/overview,s0gd,178cm,2002.10.02,68Kg,,Diestro,Dos Manos
192,Nicholas David Ionel,20,304,ROU,/es/players/nicholas-david-ionel/i0a7/overview,i0a7,185cm,2002.10.12,73Kg,,Diestro,Dos Manos
191,Mariano Navone,22,307,ARG,/es/players/mariano-navone/n0bs/overview,n0bs,175cm,2001.02.27,73Kg,,Diestro,Dos Manos
190,Vitaliy Sachko,25,308,UKR,/es/players/vitaliy-sachko/ss25/overview,ss25,188cm,1997.07.14,73Kg,"Kremenchuk, Ukraine",Diestro,Dos Manos
189,Frederico Ferreira Silva,28,309,POR,/es/players/frederico-ferreira-silva/sn54/overview,sn54,178cm,1995.03.18,74Kg,,Zurdo,Dos Manos
188,Kimmer Coppejans,29,309,BEL,/es/players/kimmer-coppejans/cg33/overview,cg33,180cm,1994.02.07,68Kg,,Diestro,Dos Manos
186,Nicolas Kicker,30,312,ARG,/es/players/nicolas-kicker/kc29/overview,kc29,178cm,1992.08.16,75Kg,,Diestro,Una Mano
185,Antoine Escoffier,31,317,FRA,/es/players/antoine-escoffier/e768/overview,e768,185cm,1992.02.29,78Kg,,Diestro,Dos Manos
184,Dimitar Kuzmanov,29,317,BUL,/es/players/dimitar-kuzmanov/kc33/overview,kc33,183cm,1993.07.28,77Kg,,Diestro,Dos Manos
183,Pablo Llamas Ruiz,20,318,ESP,/es/players/pablo-llamas-ruiz/l0cx/overview,l0cx,188cm,2002.10.13,80Kg,Jerez de la Frontera,Diestro,Dos Manos
182,Oleksii Krutykh,23,320,UKR,/es/players/oleksii-krutykh/k0dp/overview,k0dp,185cm,2000.03.10,78Kg,,Diestro,Dos Manos
181,Harold Mayot,21,321,FRA,/es/players/harold-mayot/m0g4/overview,m0g4,178cm,2002.02.04,78Kg,,Diestro,Dos Manos
180,Denis Kudla,30,323,USA,/es/players/denis-kudla/kb09/overview,kb09,180cm,1992.08.17,79Kg,Kiev Ucrania,Diestro,Dos Manos
179,Genaro Alberto Olivieri,24,323,ARG,/es/players/genaro-alberto-olivieri/o660/overview,o660,175cm,1998.08.04,73Kg,,Diestro,Dos Manos
178,Zizou Bergs,24,327,BEL,/es/players/zizou-bergs/bu13/overview,bu13,185cm,1999.06.03,86Kg,,Diestro,Dos Manos
177,Jesper De Jong,23,328,NED,/es/players/jesper-de-jong/d0c1/overview,d0c1,180cm,2000.05.31,70Kg,,Diestro,Dos Manos
176,Marc Polmans,26,329,AUS,/es/players/marc-polmans/pg94/overview,pg94,188cm,1997.05.02,78Kg,,Diestro,Dos Manos
175,Franco Agamenone,30,330,ITA,/es/players/franco-agamenone/aa27/overview,aa27,191cm,1993.04.15,80Kg,,Diestro,Dos Manos
174,Camilo Ugo Carabelli,24,331,ARG,/es/players/camilo-ugo-carabelli/u182/overview,u182,185cm,1999.06.17,83Kg,"Buenos Aires, Argentina",Diestro,Dos Manos
173,Zdenek Kolar,26,332,CZE,/es/players/zdenek-kolar/kh56/overview,kh56,183cm,1996.10.09,79Kg,Nove Mesto na Morave,Diestro,Dos Manos
172,Bu Yunchaokete,21,332,CHN,/es/players/bu-yunchaokete/y09v/overview,y09v,185cm,2002.01.19,82Kg,Xinjiang,Diestro,Dos Manos
171,Hugo Dellien,30,340,BOL,/es/players/hugo-dellien/da31/overview,da31,180cm,1993.06.16,75Kg,Trinidad Bolivia,Diestro,Dos Manos
170,Maximilian Marterer,28,342,GER,/es/players/maximilian-marterer/mn13/overview,mn13,188cm,1995.06.15,78Kg,,Zurdo,Dos Manos
169,Elias Ymer,27,344,SWE,/es/players/elias-ymer/y218/overview,y218,185cm,1996.04.10,78Kg,"Skara, Sweden",Diestro,Dos Manos
167,Jelle Sels,27,346,NED,/es/players/jelle-sels/so20/overview,so20,188cm,1995.08.10,83Kg,,Diestro,Una Mano
166,Leandro Riedi,21,346,SUI,/es/players/leandro-riedi/r0fs/overview,r0fs,191cm,2002.01.27,78Kg,,Diestro,Dos Manos
164,Jan Choinski,27,348,GBR,/es/players/jan-choinski/ch12/overview,ch12,196cm,1996.06.10,88Kg,,Diestro,Dos Manos
163,Geoffrey Blancaneaux,24,349,FRA,/es/players/geoffrey-blancaneaux/bu54/overview,bu54,180cm,1998.08.08,75Kg,Paris,Diestro,Dos Manos
162,Sho Shimabukuro,25,357,JPN,/es/players/sho-shimabukuro/sy67/overview,sy67,180cm,1997.07.30,78Kg,,Diestro,Dos Manos
160,Mattia Bellucci,22,358,ITA,/es/players/mattia-bellucci/b0gg/overview,b0gg,178cm,2001.06.01,72Kg,,Zurdo,Dos Manos
159,Dennis Novak,29,362,AUT,/es/players/dennis-novak/db59/overview,db59,183cm,1993.08.28,81Kg,"Wr.Neustadt, Austria",Diestro,Dos Manos
158,Enzo Couacaud,28,363,FRA,/es/players/enzo-couacaud/cg94/overview,cg94,183cm,1995.03.01,78Kg,,Diestro,Dos Manos
157,Vasek Pospisil,33,368,CAN,/es/players/vasek-pospisil/pd07/overview,pd07,193cm,1990.06.23,88Kg,"Vernon, British Columbia",Diestro,Dos Manos
156,Hamad Medjedovic,19,371,SRB,/es/players/hamad-medjedovic/m0jf/overview,m0jf,188cm,2003.07.18,86Kg,,Diestro,Dos Manos
155,Juncheng  Shang,18,373,CHN,/es/players/juncheng--shang/s0re/overview,s0re,180cm,2005.02.02,73Kg,,Zurdo,Dos Manos
152,Lukas Klein,25,385,SVK,/es/players/lukas-klein/ki63/overview,ki63,193cm,1998.03.22,85Kg,,Diestro,Desconocido
151,Jozef Kovalik,30,385,SVK,/es/players/jozef-kovalik/kc04/overview,kc04,183cm,1992.11.04,82Kg,"Bratislava, Slovakia",Diestro,Dos Manos
150,Flavio Cobolli,21,390,ITA,/es/players/flavio-cobolli/c0e9/overview,c0e9,173cm,2002.05.06,71Kg,,Diestro,Dos Manos
149,Francesco Maestrelli,20,391,ITA,/es/players/francesco-maestrelli/m0if/overview,m0if,196cm,2002.12.21,78Kg,,Diestro,Dos Manos
148,Francesco Passaro,22,402,ITA,/es/players/francesco-passaro/p0ct/overview,p0ct,180cm,2001.01.07,81Kg,,Diestro,Dos Manos
147,Benoit Paire,34,404,FRA,/es/players/benoit-paire/pd31/overview,pd31,196cm,1989.05.08,80Kg,"Avignon, Francia",Diestro,Dos Manos
146,Norbert Gombos,32,406,SVK,/es/players/norbert-gombos/gb93/overview,gb93,193cm,1990.08.13,85Kg,"Galanta, Slovakia",Diestro,Dos Manos
144,Ivan Gakhov,26,414,RUS,/es/players/ivan-gakhov/ge28/overview,ge28,191cm,1996.11.04,83Kg,"Moscow, Russia",Zurdo,Dos Manos
143,Nicolas Moreno De Alboran,25,416,USA,/es/players/nicolas-moreno-de-alboran/mw18/overview,mw18,185cm,1997.07.14,82Kg,,Diestro,Dos Manos
142,Liam Broady,29,422,GBR,/es/players/liam-broady/bi23/overview,bi23,183cm,1994.01.04,78Kg,Stockport Inglaterra,Zurdo,Dos Manos
141,Filip Misolic,21,432,AUT,/es/players/filip-misolic/m0jz/overview,m0jz,180cm,2001.08.08,75Kg,,Diestro,Dos Manos
140,Gabriel Diallo,21,437,CAN,/es/players/gabriel-diallo/d0f6/overview,d0f6,203cm,2001.09.24,90Kg,,Diestro,Dos Manos
139,Arthur Cazaux,20,442,FRA,/es/players/arthur-cazaux/c0h0/overview,c0h0,183cm,2002.08.23,73Kg,,Diestro,Dos Manos
138,Timofey Skatov,22,443,KAZ,/es/players/timofey-skatov/s0gr/overview,s0gr,175cm,2001.01.21,72Kg,,Diestro,Dos Manos
135,Raul Brancaccio,26,447,ITA,/es/players/raul-brancaccio/bv24/overview,bv24,185cm,1997.05.04,73Kg,,Diestro,Dos Manos
134,Felipe Meligeni Rodrigues Alves,25,453,BRA,/es/players/felipe-meligeni-rodrigues-alves/mw75/overview,mw75,185cm,1998.02.19,78Kg,,Diestro,Dos Manos
132,Thiago Agustin Tirante,22,456,ARG,/es/players/thiago-agustin-tirante/t0a1/overview,t0a1,185cm,2001.04.10,81Kg,,Diestro,Dos Manos
131,Thiago Seyboth Wild,23,462,BRA,/es/players/thiago-seyboth-wild/sx91/overview,sx91,185cm,2000.03.10,80Kg,,Diestro,Dos Manos
130,Otto Virtanen,22,473,FIN,/es/players/otto-virtanen/v0am/overview,v0am,191cm,2001.06.21,82Kg,,Diestro,Dos Manos
128,Andrea Vavassori,28,482,ITA,/es/players/andrea-vavassori/va08/overview,va08,191cm,1995.05.05,80Kg,"Torino, Italy",Diestro,Una Mano
127,Emilio Gómez,31,492,ECU,/es/players/emilio-gómez/ga36/overview,ga36,185cm,1991.11.28,81Kg,"Guayaquil, Ecuador",Diestro,Dos Manos
126,Facundo Bagnis,33,496,ARG,/es/players/facundo-bagnis/bf23/overview,bf23,183cm,1990.02.27,82Kg,"Rosario, Argentina",Zurdo,Dos Manos
123,David Goffin,32,503,BEL,/es/players/david-goffin/gb88/overview,gb88,180cm,1990.12.07,70Kg,"Rocourt, Bélgica",Diestro,Dos Manos
122,Pedro Martínez,26,505,ESP,/es/players/pedro-martínez/mo44/overview,mo44,185cm,1997.04.26,76Kg,Alzira España,Diestro,Dos Manos
121,Fabio Fognini,36,513,ITA,/es/players/fabio-fognini/f510/overview,f510,178cm,1987.05.24,79Kg,"San Remo, Italia",Diestro,Dos Manos
120,Aleksandar Kovacevic,24,519,USA,/es/players/aleksandar-kovacevic/k0az/overview,k0az,183cm,1998.08.29,79Kg,,Diestro,Una Mano
119,Michael Mmoh,25,527,USA,/es/players/michael-mmoh/mp01/overview,mp01,188cm,1998.01.10,90Kg,Riad Arabia Saudí,Diestro,Dos Manos
118,Jurij Rodionov,24,533,AUT,/es/players/jurij-rodionov/r09x/overview,r09x,191cm,1999.05.16,83Kg,,Zurdo,Dos Manos
117,Dominic Stephan Stricker,20,535,SUI,/es/players/dominic-stephan-stricker/s0la/overview,s0la,183cm,2002.08.16,80Kg,Münsingen Suiza,Zurdo,Dos Manos
116,Yosuke Watanuki,25,547,JPN,/es/players/yosuke-watanuki/wb08/overview,wb08,180cm,1998.04.12,70Kg,,Diestro,Dos Manos
114,Rinky Hijikata,22,551,AUS,/es/players/rinky-hijikata/h0bh/overview,h0bh,178cm,2001.02.23,72Kg,Sídney Australia,Diestro,Dos Manos
113,Zsombor Piros,23,557,HUN,/es/players/zsombor-piros/p09o/overview,p09o,180cm,1999.10.13,68Kg,,Diestro,Dos Manos
112,Borna Gojo,25,557,CRO,/es/players/borna-gojo/gh92/overview,gh92,196cm,1998.02.27,90Kg,,Diestro,Dos Manos
111,Juan Manuel Cerúndolo,21,560,ARG,/es/players/juan-manuel-cerúndolo/c0c8/overview,c0c8,183cm,2001.11.15,76Kg,Buenos Aires Argentina,Zurdo,Dos Manos
109,Jaume Munar,26,570,ESP,/es/players/jaume-munar/mu94/overview,mu94,183cm,1997.05.05,76Kg,"Santanyi, Mallorca, España",Diestro,Dos Manos
108,Tomas Machac,22,573,CZE,/es/players/tomas-machac/m0fh/overview,m0fh,183cm,2000.10.13,74Kg,Beroun República Checa,Diestro,Dos Manos
107,Radu Albot,33,580,MDA,/es/players/radu-albot/a829/overview,a829,175cm,1989.11.11,69Kg,"Chisinau, Moldova",Diestro,Dos Manos
106,Taro Daniel,30,584,JPN,/es/players/taro-daniel/da81/overview,da81,191cm,1993.01.27,84Kg,"Nueva York, Estados Unidos",Diestro,Dos Manos
105,Pavel Kotov,24,591,RUS,/es/players/pavel-kotov/k09f/overview,k09f,191cm,1998.11.18,89Kg,,Diestro,Dos Manos
103,John Isner,38,595,USA,/es/players/john-isner/i186/overview,i186,208cm,1985.04.26,108Kg,Greensboro EE.UU.,Diestro,Dos Manos
102,Ilya Ivashka,29,607,BLR,/es/players/ilya-ivashka/i305/overview,i305,193cm,1994.02.24,87Kg,"Minsk, Belarus",Diestro,Dos Manos
101,Jenson Brooksby,22,610,USA,/es/players/jenson-brooksby/b0cd/overview,b0cd,193cm,2000.10.26,83Kg,Sacramento EE.UU.,Diestro,Dos Manos
100,Marin Cilic,34,610,CRO,/es/players/marin-cilic/c977/overview,c977,198cm,1988.09.28,89Kg,"Medjugorje, Bosnia Herzegovina",Diestro,Dos Manos
99,Soon Woo Kwon,25,614,KOR,/es/players/soon-woo-kwon/kf17/overview,kf17,180cm,1997.12.02,72Kg,Sangju Corea del Sur,Diestro,Dos Manos
98,Diego Schwartzman,30,615,ARG,/es/players/diego-schwartzman/sm37/overview,sm37,170cm,1992.08.16,64Kg,Buenos Aires Argentina,Diestro,Dos Manos
96,Fabian Marozsan,23,626,HUN,/es/players/fabian-marozsan/m0ci/overview,m0ci,193cm,1999.10.08,75Kg,,Diestro,Dos Manos
94,Benjamin Bonzi,27,638,FRA,/es/players/benjamin-bonzi/bm95/overview,bm95,183cm,1996.06.09,82Kg,Nimes Francia,Diestro,Dos Manos
93,Alexei Popyrin,23,645,AUS,/es/players/alexei-popyrin/p09z/overview,p09z,196cm,1999.08.05,78Kg,Sídney Australia,Diestro,Dos Manos
92,Roman Safiullin,25,663,RUS,/es/players/roman-safiullin/sx50/overview,sx50,185cm,1997.08.07,75Kg,Podolsk Rusia,Diestro,Dos Manos
90,Thanasi Kokkinakis,27,667,AUS,/es/players/thanasi-kokkinakis/kd46/overview,kd46,193cm,1996.04.10,84Kg,Adelaida Australia,Diestro,Dos Manos
89,Marco Cecchinato,30,673,ITA,/es/players/marco-cecchinato/cf01/overview,cf01,185cm,1992.09.30,78Kg,"Palermo, Italia",Diestro,Una Mano
87,Aleksandar Vukic,27,679,AUS,/es/players/aleksandar-vukic/v832/overview,v832,188cm,1996.04.06,85Kg,"Sydney, Australia",Diestro,Dos Manos
86,Dominik Koepfer,29,681,GER,/es/players/dominik-koepfer/ke73/overview,ke73,180cm,1994.04.29,79Kg,"Furtwangen, Alemania",Zurdo,Dos Manos
85,Daniel Elahi Galán,27,693,COL,/es/players/daniel-elahi-galán/ge33/overview,ge33,191cm,1996.06.18,72Kg,Bucaramanga Colombia,Diestro,Dos Manos
84,Alexandre Muller,26,711,FRA,/es/players/alexandre-muller/mp20/overview,mp20,183cm,1997.02.01,75Kg,,Diestro,Dos Manos
83,Alex Molcan,25,721,SVK,/es/players/alex-molcan/mv14/overview,mv14,178cm,1997.12.01,73Kg,Presov Eslovaquia,Zurdo,Dos Manos
82,Arthur Rinderknech,27,722,FRA,/es/players/arthur-rinderknech/rc91/overview,rc91,196cm,1995.07.23,88Kg,,Diestro,Dos Manos
80,Matteo Arnaldi,22,737,ITA,/es/players/matteo-arnaldi/a0fc/overview,a0fc,185cm,2001.02.22,71Kg,,Diestro,Dos Manos
79,Quentin Halys,26,741,FRA,/es/players/quentin-halys/hb64/overview,hb64,191cm,1996.10.26,85Kg,Bondy Francia,Diestro,Dos Manos
78,Jack Draper,21,741,GBR,/es/players/jack-draper/d0co/overview,d0co,193cm,2001.12.22,85Kg,,Zurdo,Dos Manos
77,Jason Kubler,30,742,AUS,/es/players/jason-kubler/kb95/overview,kb95,178cm,1993.05.19,74Kg,Brisbane Australia,Diestro,Dos Manos
76,Albert Ramos Viñolas,35,752,ESP,/es/players/albert-ramos-viñolas/r772/overview,r772,188cm,1988.01.17,76Kg,"Barcelona, España",Zurdo,Dos Manos
75,Luca Van Assche,19,758,FRA,/es/players/luca-van-assche/v0dz/overview,v0dz,180cm,2004.05.11,72Kg,,Diestro,Dos Manos
74,Constant Lestienne,31,761,FRA,/es/players/constant-lestienne/lb66/overview,lb66,180cm,1992.05.23,77Kg,Amiens Francia,Diestro,Dos Manos
73,Christopher O'Connell,29,766,AUS,/es/players/christopher-o'connell/o483/overview,o483,183cm,1994.06.03,78Kg,Sídney Australia,Diestro,Una Mano
72,Sebastian Ofner,27,768,AUT,/es/players/sebastian-ofner/o513/overview,o513,191cm,1996.05.12,81Kg,Bruck an der Mur Austria,Diestro,Dos Manos
71,Corentin Moutet,24,768,FRA,/es/players/corentin-moutet/mw02/overview,mw02,175cm,1999.04.19,71Kg,"París, Francia",Zurdo,Dos Manos
70,Jordan Thompson,29,769,AUS,/es/players/jordan-thompson/tc61/overview,tc61,183cm,1994.04.20,82Kg,"Sídney, Australia",Diestro,Dos Manos
68,Pedro Cachin,28,772,ARG,/es/players/pedro-cachin/cg04/overview,cg04,185cm,1995.04.12,77Kg,,Diestro,Dos Manos
67,Marton Fucsovics,31,777,HUN,/es/players/marton-fucsovics/f724/overview,f724,188cm,1992.02.08,82Kg,"Nyiregyhaza, Hungría",Diestro,Dos Manos
66,Daniel Altmaier,24,778,GER,/es/players/daniel-altmaier/ae14/overview,ae14,188cm,1998.09.12,80Kg,"Kempen, Alemania",Diestro,Una Mano
65,Marcos Giron,29,795,USA,/es/players/marcos-giron/gc88/overview,gc88,180cm,1993.07.24,77Kg,"Thousand Oaks,California, USA",Diestro,Dos Manos
64,Max Purcell,25,796,AUS,/es/players/max-purcell/ph71/overview,ph71,185cm,1998.04.03,80Kg,,Diestro,Dos Manos
63,Juan Pablo Varillas,27,806,PER,/es/players/juan-pablo-varillas-/v836/overview,v836,185cm,1995.10.06,77Kg,Lima Perú,Diestro,Dos Manos
62,Yibing Wu,23,814,CHN,/es/players/yibing-wu/wb32/overview,wb32,183cm,1999.10.14,80Kg,Hangzhou China,Diestro,Dos Manos
61,Arthur Fils,19,816,FRA,/es/players/arthur-fils/f0f1/overview,f0f1,185cm,2004.06.12,83Kg,Francia,Diestro,Dos Manos
